Boosted Post,Campaign Id,Campaign Name,Content Theme,Platform,Post Date,Post Time,Post Type,Target Audience,Clicks,Conversion Value Usd,Conversions,Cpc Usd,Ctr,Emoji Count,Engagement Rate,Engagements,Hashtag Count,Impressions,Reach,Sentiment Score,Spend Usd,Video Length Seconds,Word Count
真,CMP1015,Back to School Campaign 2025,Promotion,Facebook,2025/4/25,1899/12/30 7:30:00,Image,"Parents (30-45, Suburban)",139,3216.15,22,0.24,0.0139,1,0.0618,446,9,9981,7220,0.35,32.83,0,40
真,CMP1015,Summer Campaign 2024,User Testimonial,Facebook,2025/4/21,1899/12/30 14:15:00,Image,"Gen Z (18-24, Urban)",34,281.35,5,0.51,0.0219,10,0.0551,52,10,1549,944,0.59,17.31,0,11
真,CMP1014,Back to School Campaign 2025,User Testimonial,Facebook,2025/3/23,1899/12/30 9:45:00,Image,"Millennials (25-34, Suburban)",383,5549.24,46,0.25,0.0327,3,0.0913,854,8,11712,9353,0.98,94.16,0,50
真,CMP1017,Holiday Campaign 2025,User Testimonial,Facebook,2025/6/11,1899/12/30 12:15:00,Image,"Millennials (25-34, Suburban)",408,1946.22,23,0.36,0.0253,2,0.0829,848,6,16157,10232,0.94,147.81,0,43
真,CMP1016,Holiday Campaign 2025,User Testimonial,Facebook,2025/5/22,1899/12/30 19:15:00,Image,"Millennials (25-34, Suburban)",127,736.33,14,0.61,0.0184,9,0.049,275,9,6895,5614,0.49,77.06,0,44
真,CMP1017,Spring Campaign 2025,User Testimonial,Facebook,2025/6/27,1899/12/30 8:15:00,Image,"Millennials (25-34, Suburban)",294,5584.79,49,0.12,0.0229,8,0.0513,526,11,12813,10261,0.55,36.35,0,14
真,CMP1017,Fall Campaign 2025,User Testimonial,Facebook,2025/6/26,1899/12/30 20:00:00,Image,"Professionals (25-54, B2B)",478,5715.4,80,0.31,0.0378,0,0.074,751,0,12635,10144,-0.39,146.94,0,33
真,CMP1011,Summer Campaign 2024,Behind-the-Scenes,Facebook,2024/12/19,1899/12/30 19:15:00,Reel,"Gen X (35-50, Mixed)",130,1244.41,10,0.27,0.0203,10,0.0645,303,4,6393,4698,1,35.63,52,14
真,CMP1012,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2025/1/20,1899/12/30 21:00:00,Reel,"Millennials (25-34, Suburban)",79,283.41,6,0.21,0.0173,0,0.0502,174,10,4554,3466,0.14,16.89,55,12
真,CMP1011,Summer Campaign 2025,Behind-the-Scenes,Facebook,2024/12/18,1899/12/30 17:30:00,Reel,"Millennials (25-34, Suburban)",163,1033.42,25,0.1,0.0209,2,0.0577,360,9,7793,6235,0.47,15.87,43,9
真,CMP1013,Holiday Campaign 2025,Lifestyle,Facebook,2025/2/5,1899/12/30 13:30:00,Reel,"Millennials (25-34, Suburban)",4,0,0,0.85,0.0073,9,0.0253,11,3,547,434,0.74,3.41,58,8
真,CMP1014,Fall Campaign 2025,Product Launch,Facebook,2025/3/28,1899/12/30 10:45:00,Reel,"Gen X (35-50, Mixed)",234,385.53,31,0.52,0.0182,3,0.0446,515,8,12888,11560,0.41,121.35,45,35
真,CMP1013,Summer Campaign 2025,Product Launch,Facebook,2025/2/28,1899/12/30 9:15:00,Reel,"Gen X (35-50, Mixed)",32,272.82,2,0.28,0.0103,3,0.0318,60,0,3104,1885,-0.08,8.89,72,13
真,CMP1011,Back to School Campaign 2025,Product Launch,Facebook,2024/12/21,1899/12/30 17:45:00,Reel,"Millennials (25-34, Suburban)",1115,19672.18,200,0.15,0.0512,2,0.1099,1721,13,21770,15659,0.24,168.62,74,24
真,CMP1012,Fall Campaign 2024,Product Launch,Facebook,2025/1/26,1899/12/30 23:45:00,Reel,"Parents (30-45, Suburban)",214,1578.46,15,0.44,0.0217,2,0.0431,379,13,9840,8787,-0.29,94.45,103,21
真,CMP1016,Fall Campaign 2024,Product Launch,Facebook,2025/5/27,1899/12/30 13:45:00,Reel,"Professionals (25-54, B2B)",281,5374.89,41,0.2,0.0315,4,0.0569,427,3,8926,7500,-0.09,57.42,61,18
真,CMP1015,Back to School Campaign 2024,Promotion,Facebook,2025/4/15,1899/12/30 12:15:00,Reel,"Gen Z (18-24, Urban)",96,399.84,17,0.2,0.0238,3,0.0586,196,14,4039,3345,-0.89,19.56,32,24
真,CMP1017,Back to School Campaign 2024,Promotion,Facebook,2025/6/25,1899/12/30 13:15:00,Reel,"Professionals (25-54, B2B)",624,5475.86,82,0.11,0.0445,1,0.0927,989,7,14036,10674,0.95,69.71,85,41
真,CMP1013,Fall Campaign 2024,User Testimonial,Facebook,2025/2/12,1899/12/30 16:30:00,Reel,"Gen X (35-50, Mixed)",148,2853.82,22,0.02,0.0164,5,0.0616,447,9,9012,7259,-0.31,2.24,41,42
真,CMP1017,Holiday Campaign 2024,User Testimonial,Facebook,2025/6/4,1899/12/30 16:45:00,Reel,"Gen X (35-50, Mixed)",545,6384.44,90,0.14,0.0403,1,0.0897,1000,13,13539,11154,-0.17,78.57,46,49
真,CMP1015,Summer Campaign 2025,User Testimonial,Facebook,2025/4/10,1899/12/30 21:00:00,Reel,"Millennials (25-34, Suburban)",59,1367.8,10,0.17,0.0235,2,0.1129,195,0,2509,1727,-0.12,10.11,38,30
真,CMP1014,Holiday Campaign 2024,User Testimonial,Facebook,2025/3/13,1899/12/30 10:15:00,Reel,"Professionals (25-54, B2B)",98,1295.12,12,0.38,0.0291,8,0.0781,227,2,3370,2906,-0.06,36.98,20,18
真,CMP1015,Fall Campaign 2025,Behind-the-Scenes,Facebook,2025/4/7,1899/12/30 13:00:00,Story,"Gen Z (18-24, Urban)",51,1473.31,10,0.88,0.0058,3,0.031,166,7,8764,5348,0.75,44.72,111,17
真,CMP1012,Holiday Campaign 2025,Behind-the-Scenes,Facebook,2025/1/15,1899/12/30 22:15:00,Story,"Millennials (25-34, Suburban)",97,232.96,8,0.4,0.0138,9,0.0623,284,0,7021,4555,0.15,39.17,78,20
真,CMP1016,Back to School Campaign 2025,Behind-the-Scenes,Facebook,2025/5/19,1899/12/30 11:45:00,Story,"Professionals (25-54, B2B)",91,1144.97,17,0.63,0.0194,6,0.0463,148,2,4692,3194,-0.03,57.63,62,11
真,CMP1013,Back to School Campaign 2024,Lifestyle,Facebook,2025/2/9,1899/12/30 19:00:00,Story,"Parents (30-45, Suburban)",143,658.9,11,0.54,0.0138,7,0.0415,345,15,10366,8306,0.37,76.57,55,17
真,CMP1013,Back to School Campaign 2024,Product Launch,Facebook,2025/2/16,1899/12/30 8:15:00,Story,"Gen Z (18-24, Urban)",249,2920.68,48,0.34,0.0226,3,0.0459,436,10,11010,9500,0.67,84.58,24,37
真,CMP1016,Fall Campaign 2025,Product Launch,Facebook,2025/5/2,1899/12/30 12:15:00,Story,"Parents (30-45, Suburban)",92,1827.94,13,0.19,0.0201,3,0.0659,214,13,4586,3249,-0.27,17.82,48,19
真,CMP1017,Spring Campaign 2024,Promotion,Facebook,2025/6/1,1899/12/30 20:15:00,Story,"Gen X (35-50, Mixed)",247,3166.78,46,0.05,0.0354,5,0.1152,513,14,6982,4454,-0.45,13.37,109,25
真,CMP1016,Back to School Campaign 2024,Promotion,Facebook,2025/5/22,1899/12/30 22:15:00,Story,"Gen Z (18-24, Urban)",66,293.47,4,0.09,0.0471,4,0.118,103,1,1401,873,0.55,5.65,66,5
真,CMP1012,Back to School Campaign 2024,Promotion,Facebook,2025/1/3,1899/12/30 16:30:00,Story,"Gen Z (18-24, Urban)",275,2535.64,20,0.1,0.0374,5,0.1114,566,4,7356,5079,0.33,28.2,69,24
真,CMP1015,Back to School Campaign 2025,Promotion,Facebook,2025/4/28,1899/12/30 13:00:00,Story,"Millennials (25-34, Suburban)",258,4739.62,45,0.08,0.034,9,0.0862,505,13,7582,5857,-0.63,21.41,31,48
真,CMP1012,Back to School Campaign 2024,Promotion,Facebook,2025/1/3,1899/12/30 17:15:00,Story,"Parents (30-45, Suburban)",71,603.72,5,2.19,0.0101,3,0.0395,182,4,7002,4609,0.62,155.28,59,41
真,CMP1012,Holiday Campaign 2025,Promotion,Facebook,2025/1/23,1899/12/30 14:30:00,Story,"Parents (30-45, Suburban)",564,3595.95,85,0.2,0.0413,6,0.087,956,1,13671,10985,-0.08,111.7,105,46
真,CMP1017,Holiday Campaign 2024,Promotion,Facebook,2025/6/26,1899/12/30 17:30:00,Story,"Professionals (25-54, B2B)",233,705.77,14,0.04,0.0378,10,0.1075,519,1,6165,4828,0.53,8.29,37,13
真,CMP1014,Holiday Campaign 2025,Promotion,Facebook,2025/3/12,1899/12/30 14:00:00,Story,"Professionals (25-54, B2B)",203,796.3,13,0.56,0.0236,8,0.0974,627,1,8599,6435,0.02,114.41,63,13
真,CMP1015,Spring Campaign 2024,User Testimonial,Facebook,2025/4/16,1899/12/30 10:15:00,Story,"Gen X (35-50, Mixed)",343,1899.44,17,0.04,0.0383,7,0.112,707,8,8961,6313,0.62,14.53,54,35
真,CMP1017,Summer Campaign 2025,User Testimonial,Facebook,2025/6/12,1899/12/30 19:15:00,Story,"Gen X (35-50, Mixed)",152,948.11,9,0.22,0.0124,8,0.0439,339,8,12279,7727,0.44,33.94,42,45
真,CMP1015,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2025/4/22,1899/12/30 21:00:00,Video,"Gen X (35-50, Mixed)",229,943.4,21,0.02,0.0371,2,0.1169,591,7,6179,5055,0.31,5.58,81,8
真,CMP1017,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2025/6/9,1899/12/30 23:15:00,Video,"Gen X (35-50, Mixed)",378,3153.3,55,0.29,0.0223,6,0.0556,786,3,16973,14137,0.1,109.46,87,46
真,CMP1017,Holiday Campaign 2024,Behind-the-Scenes,Facebook,2025/6/9,1899/12/30 10:00:00,Video,"Gen X (35-50, Mixed)",695,3146.97,92,0.61,0.0227,4,0.0634,1547,7,30631,24392,-0.41,425.39,24,34
真,CMP1015,Spring Campaign 2024,Behind-the-Scenes,Facebook,2025/4/1,1899/12/30 8:45:00,Video,"Gen Z (18-24, Urban)",35,222.66,4,1.03,0.0072,2,0.0227,97,12,4892,4267,0.28,36.12,15,47
真,CMP1015,Spring Campaign 2025,Behind-the-Scenes,Facebook,2025/4/20,1899/12/30 9:45:00,Video,"Parents (30-45, Suburban)",142,863.51,9,0.02,0.0533,4,0.1179,265,12,2665,2247,0.53,3.19,20,16
真,CMP1012,Back to School Campaign 2024,Behind-the-Scenes,Facebook,2025/1/26,1899/12/30 9:15:00,Video,"Professionals (25-54, B2B)",338,7528.76,55,0.09,0.029,10,0.0629,490,11,11640,7786,0.26,30.84,39,42
真,CMP1013,Fall Campaign 2025,Behind-the-Scenes,Facebook,2025/2/3,1899/12/30 11:15:00,Video,"Professionals (25-54, B2B)",43,248.03,6,0.7,0.0099,4,0.0497,134,11,4335,2694,-0.06,30.05,96,13
真,CMP1016,Fall Campaign 2025,Behind-the-Scenes,Facebook,2025/5/2,1899/12/30 14:45:00,Video,"Professionals (25-54, B2B)",185,1520.51,13,0.29,0.0157,8,0.0519,542,3,11812,10452,1,54.45,12,41
真,CMP1017,Holiday Campaign 2024,Lifestyle,Facebook,2025/6/1,1899/12/30 15:15:00,Video,"Millennials (25-34, Suburban)",322,3940.21,34,0.11,0.0391,6,0.1125,598,15,8238,5317,-1,34.68,82,24
真,CMP1016,Fall Campaign 2025,Lifestyle,Facebook,2025/5/16,1899/12/30 7:30:00,Video,"Professionals (25-54, B2B)",205,2822.83,22,0.05,0.0209,8,0.0785,623,2,9832,7934,0.51,11.23,78,17
真,CMP1012,Holiday Campaign 2025,Product Launch,Facebook,2025/1/24,1899/12/30 20:00:00,Video,"Millennials (25-34, Suburban)",156,3063.49,26,0.07,0.0182,10,0.0626,372,0,8586,5939,-0.33,10.86,61,50
真,CMP1014,Fall Campaign 2025,Promotion,Facebook,2025/3/7,1899/12/30 20:45:00,Video,"Gen X (35-50, Mixed)",44,108.88,2,0.39,0.0154,6,0.0473,120,12,2861,2535,0.8,17.16,26,14
真,CMP1017,Holiday Campaign 2025,Promotion,Facebook,2025/6/22,1899/12/30 11:00:00,Video,"Gen X (35-50, Mixed)",99,848.67,15,0.54,0.0113,0,0.035,248,6,8762,7087,0.54,53.54,110,22
真,CMP1013,Back to School Campaign 2025,Promotion,Facebook,2025/2/17,1899/12/30 21:30:00,Video,"Parents (30-45, Suburban)",60,666.3,11,0.19,0.0399,1,0.0931,103,6,1504,1106,-0.37,11.61,16,7
真,CMP1012,Holiday Campaign 2024,Promotion,Facebook,2025/1/2,1899/12/30 11:15:00,Video,"Professionals (25-54, B2B)",332,1924.43,38,0.08,0.0291,4,0.1173,1018,7,11419,8676,0.11,25.2,49,43
真,CMP1016,Summer Campaign 2025,User Testimonial,Facebook,2025/5/23,1899/12/30 17:30:00,Video,"Gen X (35-50, Mixed)",192,357.03,20,0.28,0.0277,8,0.0983,409,3,6927,4159,0.67,54.56,102,33
真,CMP1012,Holiday Campaign 2025,User Testimonial,Facebook,2025/1/13,1899/12/30 18:00:00,Video,"Gen Z (18-24, Urban)",186,3528.39,32,0.57,0.0257,4,0.0505,299,3,7249,5926,-0.24,106.22,42,28
真,CMP1016,Summer Campaign 2024,User Testimonial,Facebook,2025/5/27,1899/12/30 11:15:00,Video,"Gen Z (18-24, Urban)",182,3230.64,25,0.32,0.025,10,0.0494,298,9,7293,6034,-0.72,57.7,40,10
真,CMP1011,Spring Campaign 2025,User Testimonial,Facebook,2024/12/5,1899/12/30 15:00:00,Video,"Millennials (25-34, Suburban)",57,1305.95,10,0.11,0.0248,6,0.0708,145,11,2301,2047,0.42,6.4,111,6
真,CMP1012,Holiday Campaign 2024,Behind-the-Scenes,Instagram,2025/1/1,1899/12/30 22:15:00,Carousel,"Gen X (35-50, Mixed)",54,212.18,5,0.09,0.0116,8,0.0368,132,15,4671,3587,0.04,4.91,0,27
真,CMP1017,Fall Campaign 2024,Behind-the-Scenes,Instagram,2025/6/22,1899/12/30 22:45:00,Carousel,"Professionals (25-54, B2B)",108,813.42,12,0.13,0.0221,10,0.0408,172,6,4885,4215,-0.04,14.45,0,10
真,CMP1016,Holiday Campaign 2024,Behind-the-Scenes,Instagram,2025/5/25,1899/12/30 20:00:00,Carousel,"Professionals (25-54, B2B)",295,1838.7,50,0.2,0.0287,0,0.1038,823,11,10288,7926,-0.61,58.22,0,38
真,CMP1014,Spring Campaign 2024,Behind-the-Scenes,Instagram,2025/3/3,1899/12/30 21:30:00,Carousel,"Professionals (25-54, B2B)",102,1268.16,13,0.84,0.0112,3,0.0375,268,2,9081,7143,0.08,85.68,0,36
真,CMP1011,Summer Campaign 2025,Lifestyle,Instagram,2024/12/19,1899/12/30 6:30:00,Carousel,"Gen X (35-50, Mixed)",431,9081.14,75,0.24,0.0285,9,0.083,1012,5,15149,12189,0.07,103.73,0,35
真,CMP1016,Spring Campaign 2024,Lifestyle,Instagram,2025/5/9,1899/12/30 19:15:00,Carousel,"Gen Z (18-24, Urban)",369,538.66,30,0.05,0.0401,6,0.0881,575,11,9205,6525,0.05,17.2,0,22
真,CMP1012,Spring Campaign 2025,Lifestyle,Instagram,2025/1/20,1899/12/30 22:45:00,Carousel,"Gen Z (18-24, Urban)",257,775.26,24,0.11,0.041,3,0.1024,480,10,6263,4688,0.21,29.21,0,26
真,CMP1016,Fall Campaign 2025,Lifestyle,Instagram,2025/5/11,1899/12/30 18:00:00,Carousel,"Professionals (25-54, B2B)",152,1984.13,25,0.5,0.0281,3,0.0569,271,13,5413,4762,-0.44,76.13,0,18
真,CMP1015,Holiday Campaign 2024,Product Launch,Instagram,2025/4/12,1899/12/30 8:30:00,Carousel,"Gen X (35-50, Mixed)",272,2283.06,48,0.06,0.0287,3,0.1145,902,2,9492,7881,-0.23,15.37,0,28
真,CMP1015,Spring Campaign 2025,Product Launch,Instagram,2025/4/24,1899/12/30 14:30:00,Carousel,"Gen X (35-50, Mixed)",138,250.71,18,0.5,0.0153,7,0.0758,411,2,9023,5424,0.51,69.46,0,9
真,CMP1012,Fall Campaign 2024,Product Launch,Instagram,2025/1/17,1899/12/30 9:30:00,Carousel,"Professionals (25-54, B2B)",190,1340.55,24,0.34,0.0246,6,0.0556,351,2,7716,6312,0.27,64.8,0,47
真,CMP1014,Holiday Campaign 2025,Product Launch,Instagram,2025/3/9,1899/12/30 10:00:00,Carousel,"Professionals (25-54, B2B)",446,10620.41,84,0.12,0.0543,10,0.1112,749,8,8214,6734,-0.39,55.03,0,25
真,CMP1014,Back to School Campaign 2024,User Testimonial,Instagram,2025/3/11,1899/12/30 6:15:00,Carousel,"Gen Z (18-24, Urban)",163,753.97,19,0.45,0.0255,8,0.1122,545,8,6392,4859,-0.02,72.8,0,19
真,CMP1011,Holiday Campaign 2024,User Testimonial,Instagram,2024/12/24,1899/12/30 14:45:00,Carousel,"Millennials (25-34, Suburban)",152,254.49,22,0.35,0.0123,7,0.0511,413,1,12339,8085,1,52.94,0,50
真,CMP1012,Back to School Campaign 2025,Behind-the-Scenes,Instagram,2025/1/12,1899/12/30 20:45:00,Image,"Millennials (25-34, Suburban)",87,912.19,12,0.38,0.0101,10,0.0423,258,8,8652,6100,-0.41,32.82,0,24
真,CMP1015,Holiday Campaign 2025,Behind-the-Scenes,Instagram,2025/4/15,1899/12/30 9:30:00,Image,"Parents (30-45, Suburban)",144,1574.69,13,0.43,0.0178,3,0.0463,237,12,8098,5115,0.71,62.49,0,43
真,CMP1011,Holiday Campaign 2025,Lifestyle,Instagram,2024/12/28,1899/12/30 6:00:00,Image,"Gen X (35-50, Mixed)",247,1169.38,22,0.12,0.0342,10,0.0952,533,15,7219,5599,-0.56,28.52,0,42
真,CMP1013,Summer Campaign 2025,Lifestyle,Instagram,2025/2/11,1899/12/30 23:30:00,Image,"Millennials (25-34, Suburban)",345,2357.73,47,0.21,0.0225,2,0.0478,634,7,15344,13270,-0.16,74.06,0,33
真,CMP1013,Holiday Campaign 2024,Lifestyle,Instagram,2025/2/1,1899/12/30 18:15:00,Image,"Parents (30-45, Suburban)",39,148.36,7,0.18,0.0259,5,0.0701,67,4,1504,956,0.23,6.87,0,16
真,CMP1013,Summer Campaign 2024,Lifestyle,Instagram,2025/2/7,1899/12/30 15:15:00,Image,"Professionals (25-54, B2B)",177,503.34,24,0.49,0.0144,3,0.0317,279,12,12275,8802,0.49,87.33,0,10
真,CMP1011,Holiday Campaign 2024,Product Launch,Instagram,2024/12/28,1899/12/30 11:00:00,Image,"Gen X (35-50, Mixed)",363,2592.08,52,0,0.0516,7,0.0965,535,7,7034,5546,0.41,0.69,0,19
真,CMP1015,Spring Campaign 2025,Product Launch,Instagram,2025/4/3,1899/12/30 17:45:00,Image,"Gen X (35-50, Mixed)",27,103.04,1,0.31,0.0153,4,0.0661,82,7,1761,1241,-0.2,8.49,0,26
真,CMP1012,Holiday Campaign 2025,Product Launch,Instagram,2025/1/13,1899/12/30 14:45:00,Image,"Parents (30-45, Suburban)",136,1036.68,11,0.06,0.0134,6,0.0342,279,4,10119,8147,-0.17,7.88,0,25
真,CMP1017,Summer Campaign 2024,Product Launch,Instagram,2025/6/1,1899/12/30 21:00:00,Image,"Parents (30-45, Suburban)",11,146.33,1,0.6,0.0167,9,0.0336,18,0,657,536,0.7,6.62,0,8
真,CMP1016,Spring Campaign 2025,Promotion,Instagram,2025/5/18,1899/12/30 13:45:00,Image,"Gen Z (18-24, Urban)",156,845.53,8,0.12,0.0173,10,0.0507,332,12,9028,6551,-0.3,18.78,0,15
真,CMP1014,Summer Campaign 2025,Promotion,Instagram,2025/3/25,1899/12/30 14:30:00,Image,"Gen Z (18-24, Urban)",180,1984.8,19,1.15,0.0136,1,0.0343,306,11,13269,8913,0.54,206.48,0,12
真,CMP1013,Summer Campaign 2024,Promotion,Instagram,2025/2/24,1899/12/30 20:00:00,Image,"Parents (30-45, Suburban)",186,501.55,30,0.01,0.0209,0,0.0551,325,13,8885,5901,-0.02,2.65,0,39
真,CMP1014,Holiday Campaign 2024,User Testimonial,Instagram,2025/3/20,1899/12/30 23:30:00,Image,"Millennials (25-34, Suburban)",87,164.34,10,0.39,0.0106,10,0.0454,287,2,8224,6327,-0.45,34.26,0,38
真,CMP1011,Fall Campaign 2024,User Testimonial,Instagram,2024/12/28,1899/12/30 14:30:00,Image,"Professionals (25-54, B2B)",11,186.05,2,0.47,0.0144,4,0.0521,33,11,766,634,0.74,5.22,0,8
真,CMP1013,Holiday Campaign 2024,Behind-the-Scenes,Instagram,2025/2/24,1899/12/30 8:15:00,Reel,"Gen X (35-50, Mixed)",126,1254.25,21,0.55,0.0299,8,0.1072,401,12,4214,3741,0,69.69,115,28
真,CMP1013,Back to School Campaign 2024,Behind-the-Scenes,Instagram,2025/2/7,1899/12/30 13:15:00,Reel,"Gen Z (18-24, Urban)",282,6960.96,48,0.01,0.0291,1,0.0761,552,5,9683,7252,-0.09,1.98,19,36
真,CMP1011,Summer Campaign 2025,Behind-the-Scenes,Instagram,2024/12/18,1899/12/30 23:45:00,Reel,"Gen Z (18-24, Urban)",178,262.97,23,0.37,0.0256,7,0.0903,396,10,6941,4386,-0.19,66.66,49,9
真,CMP1015,Summer Campaign 2025,Behind-the-Scenes,Instagram,2025/4/7,1899/12/30 12:00:00,Reel,"Parents (30-45, Suburban)",432,9777.13,74,0.25,0.0471,6,0.089,666,14,9181,7484,-0.16,109.05,112,42
真,CMP1016,Back to School Campaign 2025,Lifestyle,Instagram,2025/5/4,1899/12/30 10:30:00,Reel,"Gen X (35-50, Mixed)",468,3581.92,38,0,0.0518,2,0.1161,780,9,9029,6720,1,2.28,105,6
真,CMP1015,Back to School Campaign 2025,Lifestyle,Instagram,2025/4/23,1899/12/30 9:15:00,Reel,"Gen X (35-50, Mixed)",102,1564.36,17,0.05,0.037,3,0.1172,208,13,2759,1774,0.06,5.43,102,33
真,CMP1016,Spring Campaign 2025,Lifestyle,Instagram,2025/5/13,1899/12/30 7:45:00,Reel,"Gen X (35-50, Mixed)",72,1456.02,12,0.49,0.0079,3,0.0275,155,11,9089,5633,-0.19,35.6,75,49
真,CMP1013,Back to School Campaign 2025,Lifestyle,Instagram,2025/2/25,1899/12/30 21:00:00,Reel,"Gen Z (18-24, Urban)",267,1974.17,47,0.15,0.0315,9,0.0901,578,0,8475,6414,0.82,39.29,10,14
真,CMP1013,Fall Campaign 2025,Lifestyle,Instagram,2025/2/10,1899/12/30 10:15:00,Reel,"Gen Z (18-24, Urban)",373,4300.62,72,0.18,0.0498,6,0.1103,711,2,7493,6447,0.36,66.9,100,49
真,CMP1017,Holiday Campaign 2024,Lifestyle,Instagram,2025/6/13,1899/12/30 22:30:00,Reel,"Millennials (25-34, Suburban)",179,279.17,9,0.16,0.039,9,0.1098,402,0,4586,3661,0.22,29.28,104,19
真,CMP1012,Fall Campaign 2024,Product Launch,Instagram,2025/1/20,1899/12/30 16:15:00,Reel,"Gen X (35-50, Mixed)",200,1652.02,36,0.07,0.0405,6,0.111,361,3,4941,3253,0.33,13.89,17,32
真,CMP1011,Holiday Campaign 2025,Product Launch,Instagram,2024/12/11,1899/12/30 23:15:00,Reel,"Gen Z (18-24, Urban)",123,350.46,10,0.12,0.057,10,0.1184,210,5,2158,1774,0.44,14.56,64,43
真,CMP1013,Back to School Campaign 2025,Product Launch,Instagram,2025/2/21,1899/12/30 17:15:00,Reel,"Millennials (25-34, Suburban)",225,1597.35,30,0.26,0.0314,1,0.1054,522,2,7167,4951,0.06,58.69,91,43
真,CMP1015,Summer Campaign 2025,Product Launch,Instagram,2025/4/27,1899/12/30 7:00:00,Reel,"Millennials (25-34, Suburban)",464,2775.01,50,0.27,0.0253,1,0.0852,1207,1,18366,14174,0.55,123.29,35,46
真,CMP1012,Holiday Campaign 2024,Product Launch,Instagram,2025/1/20,1899/12/30 20:00:00,Reel,"Professionals (25-54, B2B)",230,3322.09,30,0.02,0.044,7,0.118,492,10,5233,4170,0.79,4.87,15,38
真,CMP1014,Spring Campaign 2025,Product Launch,Instagram,2025/3/24,1899/12/30 19:00:00,Reel,"Professionals (25-54, B2B)",243,1421.36,14,0.03,0.0256,4,0.0968,730,7,9476,7539,-0.28,6.89,30,46
真,CMP1014,Spring Campaign 2025,User Testimonial,Instagram,2025/3/5,1899/12/30 14:45:00,Reel,"Gen X (35-50, Mixed)",462,5189.4,59,0.08,0.0479,2,0.083,706,4,9638,8503,0.73,36.32,44,40
真,CMP1012,Fall Campaign 2025,User Testimonial,Instagram,2025/1/9,1899/12/30 23:30:00,Reel,"Gen Z (18-24, Urban)",272,4232.78,29,0.23,0.0368,3,0.0921,446,6,7389,4841,0.98,61.2,113,6
真,CMP1015,Fall Campaign 2025,User Testimonial,Instagram,2025/4/8,1899/12/30 23:45:00,Reel,"Millennials (25-34, Suburban)",343,2840.2,46,0.51,0.0218,8,0.0452,620,0,15717,13726,0.85,174.98,8,21
真,CMP1016,Summer Campaign 2025,User Testimonial,Instagram,2025/5/23,1899/12/30 14:15:00,Reel,"Millennials (25-34, Suburban)",216,4055.21,35,0.2,0.0432,0,0.118,461,2,5005,3907,0.41,43.32,88,9
真,CMP1010,Summer Campaign 2025,User Testimonial,Instagram,2024/11/3,1899/12/30 14:30:00,Reel,"Millennials (25-34, Suburban)",248,4929.61,35,0.13,0.0387,6,0.1093,432,4,6416,3952,0.52,31.12,120,48
真,CMP1014,Spring Campaign 2025,Behind-the-Scenes,Instagram,2025/3/23,1899/12/30 15:30:00,Story,"Millennials (25-34, Suburban)",322,6552.96,55,0.07,0.0305,9,0.0883,809,2,10558,9161,0.31,22.99,110,24
真,CMP1011,Back to School Campaign 2024,Lifestyle,Instagram,2024/12/21,1899/12/30 23:00:00,Story,"Gen X (35-50, Mixed)",524,9572.43,96,0.42,0.0188,5,0.0825,1713,3,27842,20754,0.16,218.2,70,30
真,CMP1017,Back to School Campaign 2025,Lifestyle,Instagram,2025/6/21,1899/12/30 21:00:00,Story,"Gen Z (18-24, Urban)",357,1436.02,26,0.05,0.034,0,0.1053,772,5,10501,7330,-0.06,16.33,21,43
真,CMP1016,Fall Campaign 2024,Lifestyle,Instagram,2025/5/5,1899/12/30 18:00:00,Story,"Gen Z (18-24, Urban)",613,10901.32,93,0.32,0.0239,8,0.0853,1673,11,25621,19605,0.83,198.7,115,18
真,CMP1016,Fall Campaign 2024,Lifestyle,Instagram,2025/5/4,1899/12/30 13:15:00,Story,"Parents (30-45, Suburban)",98,1013.96,16,0.61,0.0183,10,0.0435,208,13,5343,4784,0.04,59.37,78,47
真,CMP1015,Fall Campaign 2024,Lifestyle,Instagram,2025/4/2,1899/12/30 22:45:00,Story,"Professionals (25-54, B2B)",130,1175.05,18,0.58,0.0136,2,0.04,302,9,9585,7546,-0.29,74.77,33,27
真,CMP1014,Spring Campaign 2025,Lifestyle,Instagram,2025/3/16,1899/12/30 19:00:00,Story,"Professionals (25-54, B2B)",35,238.59,3,0.31,0.0309,4,0.0942,92,13,1134,977,-0.14,10.96,10,14
真,CMP1012,Back to School Campaign 2025,Product Launch,Instagram,2025/1/6,1899/12/30 14:45:00,Story,"Gen Z (18-24, Urban)",571,3299.25,38,0.11,0.0541,9,0.0954,861,12,10557,9027,1,63.16,68,16
真,CMP1014,Back to School Campaign 2024,Product Launch,Instagram,2025/3/23,1899/12/30 8:00:00,Story,"Parents (30-45, Suburban)",233,1724.77,21,0.03,0.0219,5,0.0853,735,11,10626,8615,0.46,6.67,60,33
真,CMP1016,Holiday Campaign 2024,Product Launch,Instagram,2025/5/21,1899/12/30 6:45:00,Story,"Professionals (25-54, B2B)",88,624.37,15,0.32,0.0139,7,0.033,182,0,6351,5523,0.47,27.85,90,31
